custom_tileset.png
64,64
60, 24, 24, 24, 24, 24, 24, 24, 24, 24, 59, 60, 24, 24, 24, 57, 58, 24, 13, 26, 26, 11, 24, 24, 68, 69, 69, 69, 69, 69, 69, 70, 24, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 
24, 24, 24, 24, 57, 58, 24, 24, 24, 24, 24, 24, 24, 24, 24, 59, 60, 4, 23, 26, 26, 11, 24, 24, 68, 69, 69, 69, 69, 69, 69, 70, 24, 12, 24, 24, 24, 24, 24, 24, 24, 24, 57, 58, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 
12, 24, 24, 24, 59, 60, 24, 24, 56, 24, 24, 24, 57, 58, 24, 24, 24, 13, 26, 26, 1, 61, 62, 65, 69, 69, 69, 69, 69, 69, 69, 70, 24, 12, 24, 24, 24, 24, 24, 24, 24, 24, 59, 60, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 61, 62, 24, 24, 24, 24, 24, 24, 24, 24, 
24, 57, 58, 24, 24, 24, 24, 24, 24, 24, 24, 24, 59, 60, 24, 24, 4, 23, 26, 26, 11, 63, 64, 68, 69, 69, 69, 69, 69, 69, 69, 73, 24, 12, 24, 24, 24, 24, 61, 62, 24, 24, 24, 24, 24, 24, 24, 24, 24, 12, 24, 24, 24, 24, 63, 64, 24, 24, 24, 24, 24, 24, 24, 24, 
24, 59, 60, 24, 57, 58, 24, 24, 24, 24, 24, 24, 24, 24, 24, 12, 13, 26, 26, 1, 15, 24, 24, 68, 69, 69, 69, 69, 69, 69, 70, 24, 24, 57, 58, 24, 24, 24, 63, 64, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 56, 24, 24, 24, 24, 
24, 24, 24, 24, 59, 60, 24, 12, 24, 57, 58, 24, 24, 56, 24, 4, 23, 26, 26, 11, 56, 24, 24, 68, 69, 69, 69, 69, 69, 69, 70, 24, 24, 59, 60, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 56, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 
58, 24, 24, 12, 24, 24, 24, 24, 24, 59, 60, 24, 24, 24, 4, 23, 26, 26, 1, 15, 61, 62, 65, 69, 69, 69, 69, 69, 69, 69, 73, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 
60, 24, 57, 58, 24, 24, 24, 56, 24, 24, 24, 24, 24, 4, 23, 26, 26, 26, 57, 58, 63, 64, 68, 69, 69, 69, 69, 69, 69, 70, 24, 24, 56, 24, 24, 24, 24, 56, 24, 24, 24, 24, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 56, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 
24, 24, 59, 60, 24, 24, 24, 24, 24, 24, 56, 24, 4, 23, 26, 26, 26, 1, 59, 60, 24, 65, 69, 69, 69, 69, 69, 69, 69, 73, 24, 12, 24, 24, 24, 57, 58, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 61, 62, 24, 24, 
24, 24, 24, 24, 24, 24, 57, 58, 24, 24, 24, 4, 23, 26, 26, 26, 1, 15, 61, 62, 24, 68, 69, 69, 69, 69, 69, 69, 70, 24, 12, 12, 24, 24, 24, 59, 60, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 57, 58, 24, 24, 24, 24, 24, 24, 24, 63, 64, 24, 24, 
57, 58, 24, 24, 24, 24, 59, 60, 24, 24, 4, 23, 26, 26, 26, 1, 15, 24, 63, 64, 65, 69, 69, 69, 69, 69, 69, 69, 73, 12, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 59, 60, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 
59, 60, 24, 24, 56, 24, 24, 24, 24, 4, 23, 26, 26, 26, 1, 15, 56, 24, 24, 24, 68, 69, 69, 69, 69, 69, 69, 70, 24, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 61, 62, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 56, 24, 24, 24, 24, 24, 24, 24, 
24, 24, 24, 24, 24, 24, 24, 24, 4, 23, 26, 26, 26, 1, 57, 58, 24, 61, 62, 65, 69, 69, 69, 69, 69, 69, 69, 73, 12, 12, 24, 24, 24, 24, 24, 24, 12, 24, 24, 24, 24, 63, 64, 56, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 
24, 57, 58, 12, 24, 24, 4, 22, 23, 26, 26, 26, 26, 21, 59, 60, 24, 63, 64, 68, 69, 69, 69, 69, 69, 69, 73, 12, 12, 57, 58, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 37, 38, 46, 45, 46, 46, 46, 46, 46, 45, 46, 46, 45, 45, 37, 38, 
24, 59, 60, 4, 22, 22, 23, 26, 26, 26, 26, 26, 26, 26, 21, 5, 24, 24, 65, 69, 69, 69, 69, 69, 69, 73, 12, 12, 24, 59, 60, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 39, 40, 47, 48, 47, 48, 48, 47, 48, 47, 48, 47, 48, 47, 39, 40, 
4, 22, 22, 23, 26, 26, 26, 26, 26, 26, 3, 26, 26, 26, 26, 21, 5, 65, 69, 69, 69, 69, 69, 69, 70, 24, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 36, 36, 24, 24, 43, 44, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 41, 44, 
23, 26, 26, 26, 26, 26, 26, 26, 1, 2, 14, 3, 26, 26, 26, 26, 65, 69, 69, 69, 69, 69, 69, 69, 73, 24, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 54, 55, 24, 56, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 41, 44, 
26, 26, 26, 26, 26, 26, 1, 2, 15, 24, 12, 14, 3, 26, 26, 26, 26, 69, 69, 69, 69, 69, 69, 73, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 36, 24, 24, 41, 44, 
26, 26, 1, 2, 2, 2, 15, 24, 57, 58, 61, 62, 14, 3, 26, 26, 26, 26, 69, 69, 69, 69, 73, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 57, 58, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 41, 44, 
2, 2, 12, 24, 24, 56, 24, 24, 59, 60, 63, 64, 65, 66, 69, 26, 26, 26, 26, 69, 69, 73, 24, 56, 61, 62, 24, 24, 24, 24, 24, 24, 24, 24, 59, 60, 56, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 90, 49, 24, 24, 56, 24, 24, 24, 24, 24, 24, 24, 24, 24, 41, 44, 
24, 24, 24, 24, 24, 24, 61, 62, 24, 24, 65, 66, 69, 69, 69, 69, 26, 26, 26, 26, 26, 21, 5, 24, 63, 64, 24, 24, 24, 24, 24, 24, 24, 24, 37, 38, 45, 46, 45, 45, 45, 45, 46, 45, 45, 46, 45, 46, 37, 38, 24, 24, 24, 24, 24, 24, 24, 77, 24, 24, 24, 24, 37, 38, 
24, 56, 61, 62, 24, 24, 63, 64, 65, 66, 69, 69, 69, 69, 69, 69, 69, 26, 26, 26, 26, 26, 21, 5, 24, 24, 24, 24, 24, 24, 12, 24, 24, 24, 39, 40, 47, 48, 47, 48, 47, 48, 47, 48, 47, 48, 48, 47, 39, 40, 24, 24, 24, 24, 24, 24, 24, 75, 84, 84, 81, 24, 39, 40, 
24, 24, 63, 64, 65, 66, 66, 66, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 3, 26, 26, 26, 26, 11, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 43, 42, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 43, 44, 
66, 66, 66, 66, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 72, 73, 14, 3, 26, 26, 26, 11, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 43, 42, 24, 56, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 43, 44, 
69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 73, 24, 24, 24, 14, 3, 26, 26, 11, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 43, 42, 24, 24, 24, 24, 12, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 12, 24, 24, 24, 24, 24, 24, 24, 24, 43, 44, 
69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 73, 24, 24, 24, 24, 56, 13, 26, 1, 15, 24, 57, 58, 24, 24, 24, 24, 24, 24, 24, 43, 42, 24, 24, 24, 24, 24, 24, 24, 36, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 36, 24, 24, 24, 43, 44, 
69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 72, 72, 73, 24, 24, 24, 24, 24, 4, 23, 26, 11, 24, 24, 59, 60, 24, 24, 24, 24, 24, 24, 24, 43, 42, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 43, 44, 
69, 69, 69, 69, 69, 69, 69, 69, 72, 72, 73, 24, 24, 24, 24, 24, 24, 4, 22, 23, 26, 26, 11, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 37, 38, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 78, 24, 24, 24, 88, 24, 24, 24, 24, 24, 24, 24, 37, 38, 
72, 72, 72, 72, 72, 72, 72, 73, 24, 24, 24, 24, 24, 24, 24, 24, 4, 23, 26, 26, 26, 1, 15, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 39, 40, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 75, 77, 82, 89, 87, 24, 24, 24, 24, 24, 24, 24, 39, 40, 
24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 57, 58, 24, 24, 24, 4, 23, 26, 26, 1, 2, 15, 24, 24, 24, 24, 24, 24, 24, 24, 12, 24, 24, 24, 41, 42, 24, 24, 24, 74, 78, 77, 88, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 41, 44, 
